name,sex,country_cod),country,affiliate_name,age,height,weight
Mike Dimitrakopoulos,M,GR,Greece,,31,176 cm,85 kg
Irving Hernandez,M,MX,Mexico,CrossFit Jaglion,32,60 in,155 lb
Guillaume Briant,M,FR,France,CrossFit Louvre II,26,180 cm,87 kg
Damian Conciatori,M,CA,Canada,,25,69 in,165 lb
La Robina Michele,M,IT,Italy,Bad Boars CrossFit,29,,
Tiziano Corriga,M,IT,Italy,CrossFit 548,35,173 cm,78 kg
Christian Harris,M,US,United States,CrossFit Athletic Academy,33,73 in,210 lb
Michael Spineti,M,CA,Canada,CrossFit The Flying V,34,171 cm,185 lb
Tom Watson,M,GB,United Kingdom,CrossFit Devils Path,30,178 cm,87 kg
Stas Solodov,M,RU,Russian Federation,CrossFit Geraklion Salut,35,175 cm,85 kg
Jay Adams,M,US,United States,CrossFit Union Square,32,70 in,195 lb
Vitor Caetano,M,BR,Brazil,Red Fever CrossFit,21,171 cm,86 kg
Connor McDonald,M,US,United States,CrossFit Roots,28,71 in,195 lb
Pietro Anderloni,M,IT,Italy,CrossFit B Side,23,,
Haydn Wolfsbauer,M,NZ,New Zealand,Boutique Athletic CrossFit,33,180 cm,92 kg
Tucker McLemore,M,US,United States,Rayzor Ranch CrossFit,27,70 in,188 lb
Jonathan Gauvreau,M,CA,Canada,CrossFit The Flying V,36,71 in,225 lb
David Santa Cruz Borgstrand,M,SE,Sweden,CrossFit Malmö,38,180 cm,91 kg
Dex Hopkins,M,US,United States,CrossFit Westwood,31,74 in,215 lb
Ram Dover,M,IL,Israel,CrossFit Namal,33,180 cm,86 kg
Wojciech Laszczak,M,PL,Poland,CrossFit 43300,29,171 cm,80 kg
Alexandre Jolivet,M,FR,France,Millesime CrossFit,40,173 cm,202 lb
Tyler Lloyd,M,US,United States,CrossFit Des Moines,29,66 in,180 lb
Jordan Lundin,M,US,United States,RJF CrossFit,26,70 in,185 lb
Robert Wagner,M,US,United States,CrossFit Sanitas,29,69 in,180 lb
Nick Anapolsky,M,CA,Canada,CrossFit PSC,31,70 in,185 lb
Marcus Ericsson,M,SE,Sweden,CrossFit Holistic,27,186 cm,90 kg
Mick Stocchi,M,ZA,South Africa,Iron Gate CrossFit,26,180 cm,176 lb
Ingimar Jónsson,M,IS,Iceland,CrossFit XY,22,173 cm,77 kg
Frank Gram,M,NO,Norway,CrossFit Gjovik,32,188 cm,95 kg
Fellonneau Romain,M,FR,France,,23,168 cm,161 lb
Julien Lopez,M,FR,France,CrossFit La Ciotat,33,176 cm,81 kg
Andre Teresinho,M,PT,Portugal,CrossFit Feira,24,180 cm,85 kg
Roberto Molina,M,ES,Spain,CrossFit G2,31,188 cm,98 kg
Alexander Elebro,M,SE,Sweden,CrossFit NB,28,187 cm,92 kg
Ryan Woodall,M,AU,Australia,Injustice CrossFit,38,176 cm,87 kg
Ryan Sowder,M,US,United States,Ft. Wright CrossFit,26,68 in,190 lb
Arminas Balevicius,M,LT,Lithuania,CrossFit 82,27,176 cm,87 kg
Jak Cornthwaite,M,GB,United Kingdom,CrossFit JST,29,179 cm,92 kg
Marsel Shakirov,M,RU,Russian Federation,,33,,
Joe Scali,M,CA,Canada,CrossFit Semiahmoo,34,72 in,195 lb
Justin King,M,US,United States,Slingin Iron CrossFit,38,69 in,215 lb
Nick Roberts,M,US,United States,CrossFit Chalk,33,72 in,190 lb
Brian Horwath,M,US,United States,CrossFit Roseland,30,66 in,155 lb
Justin Ahrens,M,US,United States,Treeline CrossFit,33,73 in,195 lb
Frederik Aegidius,M,DK,Denmark,CrossFit Reykjavík,33,174 cm,84 kg
Paul Tremblay,M,CA,Canada,CrossFit NCR,33,70 in,200 lb
Maciej Wierzbowski,M,PL,Poland,CrossFit Mokotow,26,179 cm,98 kg
Tanner Stahl,M,US,United States,Live In Victory CrossFit,23,69 in,180 lb
Mitch McClune,M,US,United States,CrossFit Magna,30,68 in,175 lb
Stefano Di Francesco,M,IT,Italy,CrossFit Minus,26,172 cm,79 kg
Gabi Castro,M,ES,Spain,CrossFit Rookies Box,19,180 cm,75 kg
Ant Haynes,M,CN,China,CrossFit CFPT,30,179 cm,88 kg
Javier González Fernández,M,ES,Spain,CrossFit Teatinos,27,180 cm,84 kg
Brett Mack,M,US,United States,Rocklin CrossFit,23,68 in,190 lb
Andrew Hiller,M,US,United States,CrossFit Alpha Dog,28,69 in,190 lb
Connor Schmitz,M,US,United States,CrossFit Santa Cruz Central,27,76 in,215 lb
Ilya Makarov,M,RU,Russian Federation,CrossFit Koyot,26,179 cm,88 kg
Sanna Dino,M,FR,France,CrossFit de l'est,31,170 cm,175 lb
Alan Foulis,M,ZA,South Africa,Cape CrossFit,34,176 cm,190 lb
Stephen Jones,M,CA,Canada,CrossFit Cedar Rapids,23,70 in,192 lb
Lago Guiraldes,M,AR,Argentina,CrossFit Tuluka Nuñez,22,186 cm,90 kg
Eitan Lieberman,M,IL,Israel,CrossFit Green Beach,24,176 cm,90 kg
Kevin Jones,M,US,United States,CrossFit 061,37,71 in,199 lb
Austin Malleolo,M,US,United States,Reebok CrossFit One,33,65 in,178 lb
Hamzeh Tarefi,M,PS,Palestinian Territory,CrossFit Ramallah,25,173 cm,87 kg
Andris Sturans,M,LV,Latvia,CrossFit Infinite Strength,24,,
Logan Ewing,M,US,United States,CrossFit 970,19,71 in,195 lb
Ash Roozendaal,M,NZ,New Zealand,Mount CrossFit,23,175 cm,83 kg
Josh Habeck,M,US,United States,Root 18 CrossFit,29,73 in,210 lb
Josh Workman,M,US,United States,CrossFit Norwalk,22,66 in,165 lb
Rok Dernikovic,M,SI,Slovenia,,28,171 cm,80 kg
Brodie Scott,M,AU,Australia,CrossFit 2795,27,176 cm,80 kg
Brian Harris,M,US,United States,CrossFit Noble Defender,29,70 in,188 lb
Jonah Jones,M,GB,United Kingdom,Second City CrossFit,22,174 cm,83 kg
Erast Palkin,M,RU,Russian Federation,CrossFit Geraklion Salut,38,180 cm,97 kg
Lucas Almeida,M,BR,Brazil,CrossFit IG,28,170 cm,77 kg
Isaiah Vidal,M,US,United States,CrossFit Controlled Chaos,27,66 in,192 lb
John-Paul Hethcock,M,US,United States,Shockoe Bottom CrossFit,27,70 in,192 lb
Baptiste Atcher,M,FR,France,Old Gym CrossFit,33,,
Ty Laramie,M,US,United States,Palm City CrossFit,26,,
Jordan Chovanec,M,US,United States,HealthPlex CrossFit,29,68 in,180 lb
Rolo Gomez,M,UY,Uruguay,CrossFit Del Sur,37,175 cm,
Vincent Buttitta,M,US,United States,CrossFit Strongsville,30,66 in,170 lb
James Connew,M,NZ,New Zealand,CrossFit 3216,31,177 cm,191 lb
Dylan Weller,M,CA,Canada,Apple Valley CrossFit,28,72 in,195 lb
Pablo Haber,M,AR,Argentina,,25,168 cm,171 lb
Simon Mäntylä,M,SE,Sweden,CrossFit 162 West,29,181 cm,95 kg
Chase Hill,M,US,United States,CrossFit One Valley,31,,185 lb
Will Carter,M,US,United States,CrossFit Immortal,29,67 in,189 lb
Gianluca Stitzer,M,IT,Italy,CrossFit Bari,31,182 cm,94 kg
Joshua Al-chamaa,M,GB,United Kingdom,Brick CrossFit,28,182 cm,92 kg
Joseph Flynn,M,US,United States,CrossFit PR Star,23,68 in,180 lb
Matthew Reilly,M,AU,Australia,CrossFit Urge,31,187 cm,220 lb
Michael Laverriere,M,CA,Canada,CrossFit RDL,38,60 in,195 lb
Alex Bookout,M,US,United States,CrossFit Conjugate,28,68 in,190 lb
Storm Patterson,M,CA,Canada,CrossFit Queen Street,29,73 in,190 lb
Callum Foster,M,AU,Australia,,31,,176 lb
Cal Bauer,M,US,United States,Pale Horse CrossFit,27,,
Ryan Elrod,M,US,United States,CrossFit Culmination,37,66 in,170 lb
Sergio Briceno,M,US,United States,CrossFit Crash,25,511 in,205 lb
Amin Attallah,M,JO,Jordan,CrossFit 962,26,171 cm,80 kg
John Westbrook,M,US,United States,CrossFit Covalence,28,68 in,175 lb
Asier Sanchez,M,ES,Spain,CrossFit Gorbeia,25,180 cm,180 lb
Mohamed Elomda,M,EG,Egypt,CrossFit BSQ,32,180 cm,92 kg
Kyle Kasperbauer,M,US,United States,CrossFit Kinesis,38,68 in,190 lb
Lars Kristensen,M,DK,Denmark,CrossFit Woolgoolga,33,180 cm,86 kg
Sam Parkin,M,GB,United Kingdom,CrossFit Flare,28,178 cm,188 lb
Mahmood Shalan,M,AE,United Arab Emirates,CrossFit Alioth,27,176 cm,88 kg
Matthew Moosavian,M,US,United States,CrossFit Balance,25,70 in,195 lb
Pepe Navarro Beltrán,M,ES,Spain,CrossFit Elche,24,181 cm,90 kg
Alexandre Veloso,M,PT,Portugal,CrossFit Solum,31,183 cm,95 kg
Matt Gilpin,M,AU,Australia,CrossFit SPEED,24,178 cm,80 kg
Chad Kackert,M,US,United States,CrossFit Dallas Central,33,68 in,198 lb
Martin Kružlic,M,SK,Slovakia,CrossFit Alpha Prime,24,185 cm,94 kg
Alex Younger,M,GB,United Kingdom,CrossFit CFPT,27,180 cm,180 lb
Javi Bustos Murillo,M,ES,Spain,Area CrossFit,34,171 cm,82 kg
Chris Paye,M,US,United States,CrossFit Tiffin,29,68 in,181 lb
santiago scarafia,M,IT,Italy,Codigo CrossFit,32,189 cm,94 kg
Roldan Goldbaum,M,MX,Mexico,Strong Suit CrossFit,20,170 cm,80 kg
Pierre-Henri Soero,M,FR,France,HustleHard CrossFit,36,73 in,204 lb
Maksim Shumakov,M,UA,Ukraine,CrossFit Banda II,28,182 cm,102 kg
Vladimir Kozlov,M,RU,Russian Federation,Backstage CrossFit,27,,
Alex Bode,M,US,United States,CrossFit Acceleration,32,,
Mathew MacDonald,M,US,United States,CrossFit Free,22,65 in,175 lb
Tom Thiele,M,GB,United Kingdom,CrossFit North Devon,26,179 cm,87 kg
Basel Qatamesh,M,PS,Palestinian Territory,CrossFit Ramallah,31,177 cm,81 kg
Samuel Proulx,M,CA,Canada,Magog CrossFit,28,69 in,189 lb
James Howell,M,US,United States,CrossFit Crash,35,73 in,190 lb
Longearet Jaison,M,FR,France,CrossFit Illiberis,25,,
Lazar Đukić,M,RS,Serbia,,24,183 cm,90 kg
Matt Dlugos,M,US,United States,,23,76 in,210 lb
Ross Barr,M,US,United States,,24,70 in,190 lb
Tristan Faure,M,US,United States,CrossFit S3,28,70 in,192 lb
Troy Kopp,M,US,United States,CrossFit Hermitage,27,68 in,195 lb
Steve Briscoe,M,CA,Canada,CrossFit 1855,32,69 in,192 lb
Juan Camilo Arango,M,CO,Colombia,Faster CrossFit,30,,171 lb
Adam de Jong,M,CA,Canada,,33,70 in,190 lb
Ryan Street,M,US,United States,CrossFit Bear,26,68 in,175 lb
Daniel Tyminski,M,US,United States,CrossFit Lindy,34,69 in,195 lb
Artem Zelentsov,M,RU,Russian Federation,CrossFit Koyot,25,170 cm,75 kg
Chantz Ramos,M,US,United States,,30,72 in,195 lb
Charles-David Brillant,M,CA,Canada,CrossFit Adm,28,69 in,180 lb
Logan Frey,M,US,United States,,27,72 in,200 lb
Kidd Campbell,M,US,United States,Vegvisir CrossFit,24,76 in,202 lb
Yuval Regev,M,IL,Israel,CrossFit Florentin,32,175 cm,72 kg
Joe Pierro,M,US,United States,Great White CrossFit,23,67 in,190 lb
José Bernal,M,MX,Mexico,,29,171 cm,186 lb
Myung Sik Kwak,M,KR,"Korea, Republic of",CrossFit Bigfoot,28,176 cm,180 lb
Parker Jax,M,US,United States,CrossFit Burkburnett,23,71 in,190 lb
Erik Brorsson,M,SE,Sweden,Kronan CrossFit,27,,
Reilly Good,M,US,United States,CrossFit Bloomington-Normal,27,68 in,215 lb
Tiago Luzes,M,PT,Portugal,CrossFit Odivelas,23,180 cm,87 kg
Phillip Muscarella,M,US,United States,,27,69 in,192 lb
Andoni Sekeris,M,NZ,New Zealand,CrossFit Korra,25,169 cm,81 kg
Evander Harewood,M,GB,United Kingdom,,27,173 cm,202 lb
Adam Mansy,M,AU,Australia,CrossFit Urban Energy,33,181 cm,92 kg
Victor Schroeder,M,AT,Austria,CrossFit WN,24,175 cm,85 kg
Stephane Ossanga,M,FR,France,CrossFit Pour Tous,29,177 cm,87 kg
Serhiy Humeniuk,M,UA,Ukraine,,28,172 cm,84 kg
Dominick Maurici,M,US,United States,Caution CrossFit,31,67 in,180 lb
Jakub Brichta,M,CZ,Czech Republic,CrossFit MadMan,27,179 cm,77 kg
Jeffrey Hajner,M,CA,Canada,Iron Regime CrossFit,35,69 in,195 lb
Rees Machell,M,AU,Australia,,22,173 cm,80 kg
Tyler Wilcox,M,US,United States,CrossFit ASAP,28,70 in,185 lb
Joel Bergander Lundblad,M,SE,Sweden,CrossFit Highway,30,179 cm,80 kg
Brian Huynh,M,US,United States,CrossFit Franco's,26,69 in,170 lb
Alejandro Ocaña García,M,ES,Spain,CrossFit Black Side,28,179 cm,85 kg
Thomas Markhauser,M,CA,Canada,CrossFit Select,25,67 in,174 lb
Konstantin Gatke,M,DE,Germany,CrossFit Saar,31,183 cm,91 kg
Gabe Swaba,M,US,United States,BLFC CrossFit,25,,205 lb
Paolo Rossil,M,GT,Guatemala,Al Gurm CrossFit,30,170 cm,184 lb
Estian Ferreira,M,ZA,South Africa,Willow Way CrossFit,29,183 cm,204 lb
Chase Davis,M,US,United States,Redbird CrossFit,29,67 in,175 lb
Matthew Martinez,M,US,United States,CrossFit Southie,29,,
Yves-Eric Pilote,M,CA,Canada,CrossFit Jonq,31,71 in,190 lb
John Wood,M,US,United States,BackCountry CrossFit,25,72 in,212 lb
Martin Feiferlík,M,CZ,Czech Republic,Bubalus CrossFit,29,185 cm,99 kg
David Mata,M,ES,Spain,CrossFit Berkana,29,182 cm,83 kg
Phillip Guillot,M,US,United States,CrossFit Nola 504,31,70 in,202 lb
Rob Schillaci,M,GB,United Kingdom,The Burrow CrossFit,30,177 cm,89 kg
Maxim Nikulin,M,RU,Russian Federation,CrossFit Tirus,26,174 cm,84 kg
Kristóf Horváth,M,HU,Hungary,C23 CrossFit,26,189 cm,210 lb
Taylor Myers,M,US,United States,The Claw CrossFit,28,73 in,205 lb
Martin Czakan,M,CZ,Czech Republic,CrossFit With Us,25,,
Johann Van Zyl,M,AU,Australia,CrossFit Urban Energy,35,191 cm,99 kg
Gonzalo Duro,M,ES,Spain,,26,179 cm,88 kg
John Champion,M,AU,Australia,,25,179 cm,89 kg
Michael Needleman,M,US,United States,Port CrossFit,23,69 in,188 lb
Connor Nellans,M,LU,Luxembourg,CrossFit Invictus,26,72 in,210 lb
Jordan Troyan,M,US,United States,CrossFit Rage,36,70 in,185 lb
Shane Meli,M,AU,Australia,Southbridge CrossFit,28,183 cm,185 lb
Rob Watt,M,NZ,New Zealand,CrossFit Project Bayside,29,188 cm,198 lb
Julian Martinez,M,US,United States,CrossFit Santa Barbara,30,68 in,175 lb
Kaique Cerveny,M,BR,Brazil,CrossFit Bauru 2,22,,96 kg
Art Hamilton,M,US,United States,CrossFit Almighty,42,69 in,194 lb
Justin Reidelbach,M,US,United States,CrossFit RVA,30,73 in,225 lb
Nikolas Saraliotis,M,GR,Greece,CrossFit LB,24,171 cm,76 kg
Henry Ulloa,M,US,United States,CrossFit Chalk,24,71 in,200 lb
Shane Davis,M,US,United States,CrossFit T-Town,30,71 in,198 lb
João Ferreira,M,PT,Portugal,CrossFit OPO,25,171 cm,84 kg
Throstur Olason,M,IS,Iceland,CrossFit Reykjavík,32,176 cm,93 kg
Gary Helmick,M,US,United States,CrossFit Revamped,32,70 in,180 lb
Ivan Verdun,M,AR,Argentina,AB CrossFit,32,,160 lb
Mariano Bilbao,M,AR,Argentina,BoxPro CrossFit,32,168 cm,70 kg
Antonio Burguete,M,MX,Mexico,CrossFit Tigran,25,,74 kg
Chris Detmering,M,US,United States,Sundown CrossFit,30,69 in,195 lb
Danny Hale,M,US,United States,CrossFit Adaptation,41,69 in,190 lb
Kyle Cook,M,US,United States,CrossFit South Denver,33,73 in,193 lb
Nick Martindale,M,US,United States,Cascade CrossFit,36,68 in,180 lb
Aaron Bielefeldt,M,US,United States,Ballistic CrossFit,38,73 in,202 lb
Matúš Kočar,M,SK,Slovakia,,18,171 cm,75 kg
Josh Godinez,M,MX,Mexico,College Station CrossFit,23,68 in,178 lb
Dan Cronin,M,US,United States,CrossFit Roaster Barbell,26,70 in,187 lb
Alexsandr Shumsky,M,RU,Russian Federation,CrossFit Tirus,21,175 cm,84 kg
Nikita Yundov,M,BY,Belarus,CrossFit Bandicoot,26,178 cm,90 kg
Pontus Forsberg,M,SE,Sweden,CrossFit Walleye,25,180 cm,85 kg
Isaac Campbell,M,US,United States,Verdant CrossFit,25,69 in,185 lb
Jonathan Gibbons,M,CA,Canada,CrossFit Resurrection,32,69 in,195 lb
Mikko Aronpää,M,FI,Finland,CrossFit Alioth,36,178 cm,92 kg
James Kozlakowski,M,US,United States,CrossFit Jetty,30,68 in,205 lb
Raymond Fleser,M,US,United States,Ocean State CrossFit,32,72 in,210 lb
Clint Kohl,M,FR,France,CrossFit Korra,31,178 cm,88 kg
Mike Didier,M,FR,France,CrossFit Frankton,21,174 cm,74 kg
Lucas Obrien,M,AU,Australia,CrossFit Melbourne,22,165 cm,69 kg
Derek Saltou,M,US,United States,CrossFit Chiron,31,67 in,170 lb
Ernesto Spagnuolo,M,CA,Canada,CrossFit Aurora Central,28,,205 lb
Francesc Xavier Serra,M,ES,Spain,CrossFit Girona,26,,
Ben Alderman,M,US,United States,,37,70 in,212 lb
Denis Samsonov,M,KG,Kyrgyzstan,CrossFit 8085,29,,190 lb
Fabian Acuna,M,US,United States,,26,70 in,195 lb
Corey Lunney,M,US,United States,CrossFit Shrewsbury,29,69 in,180 lb
Dustin Adair,M,US,United States,CrossFit Huntsville,32,68 in,180 lb
Sam Robinson,M,GB,United Kingdom,CrossFit Black Five,27,72 in,90 kg
Simon Gélinas,M,CA,Canada,Deka CrossFit,26,179 cm,190 lb
Toby Johnson,M,US,United States,Koda CrossFit Norman,32,67 in,178 lb
Leonidas Dimitrakis,M,GR,Greece,Mad Hall CrossFit,37,,
Nikolai Volovikov,M,RU,Russian Federation,CrossFit Tirus,32,185 cm,95 kg
Benjamin Newland,M,AU,Australia,CrossFit Noosa,24,177 cm,88 kg
Guillermo D. Torres,M,EC,Ecuador,,23,,180 lb
Vincent Ramirez,M,US,United States,CrossFit OFC,19,70 in,180 lb
Jacob Schmidt,M,US,United States,South Loop CrossFit,24,,
Tremaine Jensen,M,NZ,New Zealand,CrossFit Craigieburn,25,180 cm,87 kg
Felix Sobron,M,ES,Spain,CrossFit Big Rhino,27,,
David Cyr-maranda,M,CA,Canada,CrossFit Levis,24,177 cm,178 lb
Feidias Psilogeni,M,CY,Cyprus,,27,,
Jesus Ruiz,M,ES,Spain,Area CrossFit,34,,
Lance Castle,M,US,United States,CrossFit Desert Mountain,34,68 in,190 lb
Viktor Muenter,M,DK,Denmark,CrossFit Nordvest,27,176 cm,81 kg
Gerald Sasser,M,US,United States,CrossFit Countdown,30,70 in,210 lb
Tony Lauters,M,US,United States,CrossFit Ground Up,29,68 in,180 lb
Enrico Zenoni,M,IT,Italy,Val Seriana CrossFit,22,177 cm,82 kg
Owen Roberts,M,GB,United Kingdom,CrossFit Pembrokeshire,29,178 cm,92 kg
Bryan Meraviglia,M,US,United States,Stroud CrossFit,32,70 in,184 lb
Gunnar Regan,M,US,United States,CrossFit St Louis Park,25,70 in,197 lb
Maximiliano Bernal,M,MX,Mexico,,26,177 cm,189 lb
Kevin Longmeier,M,US,United States,CrossFit Duratus,38,70 in,195 lb
Guilherme Domingues,M,BR,Brazil,CrossFit Sinos,30,185 cm,210 lb
Alessio Angelucci,M,AU,Australia,,31,188 cm,230 lb
Dustin McWilliams,M,US,United States,CrossFit SoulFire,38,67 in,175 lb
Zachary van Dorp,M,NL,Netherlands,CrossFit Punt Uit,24,177 cm,84 kg
Filemon Souza,M,BR,Brazil,Vittoria CrossFit,28,,
Caleb Woiwod,M,CA,Canada,CrossFit LifeTree,31,73 in,215 lb
Brandon Foor,M,US,United States,CrossFit Destin,27,,183 lb
Alex Imbert,M,GB,United Kingdom,CrossFit TG,30,,
Seth Prochazka,M,US,United States,Alpha CrossFit,30,70 in,193 lb
Valerio Proietti,M,IT,Italy,CrossFit 548,28,187 cm,95 kg
Matt Phelan,M,US,United States,CrossFit Hamilton,23,69 in,175 lb
Kieren Power,M,AU,Australia,Injustice CrossFit,27,184 cm,94 kg
Ariel Barwinski,M,PL,Poland,CrossFit Zaglebie Eagles,30,177 cm,87 kg
Bruno Marins,M,BR,Brazil,,23,187 cm,206 lb
Edoardo Talon,M,IT,Italy,CrossFit Sagittarius,26,,87 kg
Jeffrey Dupuis,M,CA,Canada,CrossFit Closer,27,66 in,155 lb
Tommaso Pieri,M,IT,Italy,CrossFit Woodwork,23,190 cm,100 kg
Peter Moltesen,M,DK,Denmark,CrossFit North 579,28,183 cm,205 lb
Ethan Helbig,M,US,United States,CrossFit Beyond Parallel,24,71 in,220 lb
Thomas Blay,M,GB,United Kingdom,CrossFit 3D,33,183 cm,200 lb
Yavuz Senturk,M,TR,Turkey,CrossFit Wolf Haven,30,173 cm,173 lb
Konstantinos Papadopoulos,M,GR,Greece,,37,178 cm,90 kg
Tanner Balazs,M,US,United States,CrossFit Haymaker,24,69 in,180 lb
Joosua Eskelinen,M,FI,Finland,CrossFit Huntti,26,182 cm,210 lb
Murtaza Nadeem,M,AF,Afghanistan,CrossFit Rotherham,20,179 cm,82 kg
Fernando Llaneza Pardillos,M,ES,Spain,,23,177 cm,76 kg
Tanner Cook,M,US,United States,World Camp CrossFit,27,70 in,190 lb
Kenneth Provost,M,US,United States,CrossFit Petoskey,29,73 in,202 lb
Richard Smith,M,ZA,South Africa,CrossFit Kyalami,32,183 cm,189 lb
Bayley Martin,M,NZ,New Zealand,Mount CrossFit,20,174 cm,71 kg
Andrick Fournier,M,CA,Canada,Deka CrossFit,25,180 cm,200 lb
Sam Bell,M,NZ,New Zealand,CrossFit Korra,29,185 cm,93 kg
Denis Zalozniy,M,RU,Russian Federation,Backstage CrossFit,33,162 cm,68 kg
Frank Mastroianni,M,US,United States,CrossFit Affect,26,65 in,175 lb
Sigbert Guy Jr,M,US,United States,CrossFit Glendale,28,72 in,206 lb
Piero Gorichon,M,CL,Chile,,28,183 cm,90 kg
Jordon Piggott,M,AU,Australia,CrossFit Townsville,26,172 cm,76 kg
Paolo Eras,M,EC,Ecuador,,28,174 cm,178 lb
Sean Brickwood,M,AU,Australia,CrossFit Origin,31,175 cm,83 kg
Abdul Momin Rasmussen,M,DK,Denmark,CrossFit Butcher's Lab,34,181 cm,195 lb
Kalle Jacobson,M,SE,Sweden,CrossFit Holistic,32,173 cm,88 kg
Christoph Koerner,M,AT,Austria,CrossFit Arch,32,181 cm,90 kg
Marc Recio,M,US,United States,CrossFit Athletic Academy,26,67 in,174 lb
Matias Friz,M,US,United States,3 Aces CrossFit,28,69 in,175 lb
Justin Van Dyke,M,US,United States,Paradiso CrossFit,35,71 in,195 lb
Oliver Bennett-Hughes,M,GB,United Kingdom,CrossFit Galleon,23,,
John Lytle,M,US,United States,Declaration CrossFit,31,69 in,177 lb
Jose Maria Pelufo,M,ES,Spain,Las Tablas CrossFit,29,186 cm,88 kg
Ryan Jevning,M,US,United States,CrossFit Tundra,24,72 in,204 lb
Dmitrii Zhangurov,M,RU,Russian Federation,,33,,83 lb
Jose Daniel Rodriguez Navarrete,M,ES,Spain,,30,,
Adam Joseph,M,US,United States,CrossFit Parts Unknown,33,6 in,175 lb
Dumont Jeremy,M,FR,France,CrossFit Beziers,27,173 cm,85 kg
James Sprague,M,US,United States,Cascade CrossFit,18,74 in,195 lb
Gary Sorrentino,M,US,United States,CrossFit OSA,31,73 in,215 lb
Nicholas Graham,M,US,United States,Carriage House CrossFit,32,64 in,182 lb
Francisco Godinho,M,PT,Portugal,CrossFit Parque das Nações,31,177 cm,85 kg
Derek Abdelnour,M,US,United States,South Charlotte CrossFit,29,67 in,165 lb
Chris Killian,M,US,United States,Hardbat CrossFit,33,67 in,185 lb
Tim Holmgren,M,SE,Sweden,CrossFit Falun,23,,
Adam Shibuya,M,CA,Canada,CrossFit Metric,26,73 in,200 lb
Teanu Rickard,M,US,United States,Lahaina CrossFit,26,69 in,210 lb
Jaedeok Kim,M,KR,"Korea, Republic of",CrossFit Limelight,27,176 cm,85 kg
Stephen Norman,M,AU,Australia,CrossFit NorWest,23,180 cm,195 lb
Seokbeom Kim,M,KR,"Korea, Republic of",CrossFit Limelight,27,174 cm,175 lb
Christopher Brown,M,US,United States,CrossFit Awaken,36,71 in,212 lb
Min Jong Baek,M,KR,"Korea, Republic of",CrossFit Bundang,33,178 cm,195 lb
Michel Catris,M,GB,United Kingdom,CrossFit Llanishen,32,70 in,196 lb
Chris Cristini,M,CA,Canada,CrossFit East Woodbridge,36,185 cm,215 lb
Alexander Anasagasti,M,ES,Spain,CrossFit Zurriola,28,174 cm,74 kg
Vitaly Khamayko,M,RU,Russian Federation,,33,183 cm,96 kg
Joseph Gaydaychuk,M,US,United States,CrossFit 88,27,73 in,212 lb
Aleksandr Kruglov,M,RU,Russian Federation,,31,181 cm,90 kg
Samuel Paquin,M,CA,Canada,CrossFit Quebec City,22,179 cm,183 lb
Michael Olivas,M,US,United States,CrossFit Moxie,29,67 in,175 lb
Reilly Smith,M,AU,Australia,CrossFit Newstead,23,185 cm,90 kg
Batuque Iribarren,M,AR,Argentina,CrossFit Tuluka Nuñez,33,178 cm,89 kg
Steve Papa,M,US,United States,CrossFit Pittsfield,35,68 in,188 lb
Alan Garcia,M,MX,Mexico,CrossFit Impetus,29,175 cm,180 lb
Peter Kohut,M,SK,Slovakia,CrossFit Zilina,31,,
Ricardo Diaz,M,ES,Spain,CrossFit Mjolnir,29,,
Zach Sowder,M,US,United States,CrossFit Maximus,28,68 in,195 lb
oscar martinez,M,SE,Sweden,CrossFit NB,33,170 cm,79 kg
Daniel Camacho,M,ES,Spain,CrossFit Pamplona,27,178 cm,87 kg
Sam Lubben,M,NL,Netherlands,CrossFit Finestrat,23,184 cm,91 kg
David Costa,M,PT,Portugal,CrossFit Leiria,36,,
Timofey Prolubnikov,M,RU,Russian Federation,CrossFit Tirus,29,,
Matthew Ramirez,M,US,United States,CrossFit Abilene,22,66 in,168 lb
Joel Bran,M,GT,Guatemala,Erei CrossFit San Pedro Sula,38,180 cm,222 lb
Korby Foxall,M,US,United States,Qtown CrossFit,21,71 in,215 lb
Kevin Manuel,M,NZ,New Zealand,Mount CrossFit,34,187 cm,95 kg
Ludvig Hahnsson,M,FI,Finland,CrossFit Basement,29,177 cm,89 kg
Tim Good,M,AU,Australia,CrossFit Greater West,31,,
Gonzalo Leguizamon,M,AR,Argentina,,24,177 cm,171 lb
Mateus Ferro,M,BR,Brazil,CrossFit Indaiatuba,28,180 cm,86 kg
Leonardo Veras,M,BR,Brazil,CrossFit Riven,28,187 cm,94 kg
Jan Hanak,M,CZ,Czech Republic,CrossFit Zlin,34,181 cm,88 kg
Giovanni Ocampo,M,CO,Colombia,CrossFit Garden City,27,69 in,187 lb
Anton Davidsson,M,SE,Sweden,Varnamo CrossFit 370,27,180 cm,85 kg
Chris Mounce,M,US,United States,,28,71 in,195 lb
Dylan Mcgregor,M,AU,Australia,CrossFit JAK Elite,26,181 cm,93 kg
Eder Carrillo,M,MX,Mexico,,24,177 cm,86 kg
Brandon Sanchez,M,US,United States,CrossFit Lethal,26,66 in,160 lb
Dani Soler Borrego,M,ES,Spain,CrossFit Torredembarra,30,173 cm,78 kg
Ryan McCarthy,M,NZ,New Zealand,CrossFit Te Rapa,41,174 cm,81 kg
Анвар Амиров,M,RU,Russian Federation,,26,170 cm,76 kg
